order,super.family,family,genus,scientific.name
Lepidoptera,Tortricoidea,Tortricidae,Pammene,Pammene perstructana
Lepidoptera,Tortricoidea,Tortricidae,Pandemis,Pandemis limitata
Lepidoptera,Tortricoidea,Tortricidae,Paralobesia,Paralobesia rhoifructana
Lepidoptera,Tortricoidea,Tortricidae,Paralobesia,Paralobesia spiraeifoliana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta autumnana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta formosana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta ochroterminana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta olivaceana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta parmatana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta radiatana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta refusana
Lepidoptera,Tortricoidea,Tortricidae,Phaneta,Phaneta umbrastriana
Lepidoptera,Tortricoidea,Tortricidae,Phtheochroa,Phtheochroa aureoalbida
Lepidoptera,Tortricoidea,Tortricidae,Phtheochroa,Phtheochroa baracana
Lepidoptera,Tortricoidea,Tortricidae,Phtheochroa,Phtheochroa cartwrightana
Lepidoptera,Tortricoidea,Tortricidae,Phtheochroa,Phtheochroa vitellinana
Lepidoptera,Tortricoidea,Tortricidae,Platynota,Platynota idaeusalis
Lepidoptera,Tortricoidea,Tortricidae,Pristerognatha,Pristerognatha fuligana
Lepidoptera,Tortricoidea,Tortricidae,Proteoteras,Proteoteras moffatiana
Lepidoptera,Tortricoidea,Tortricidae,Pseudosciaphila,Pseudosciaphila duplex
Lepidoptera,Tortricoidea,Tortricidae,Retinia,Retinia comstockiana
Lepidoptera,Tortricoidea,Tortricidae,Retinia,Retinia gemistrigulana
Lepidoptera,Tortricoidea,Tortricidae,Rhopobota,Rhopobota dietziana
Lepidoptera,Tortricoidea,Tortricidae,Rhopobota,Rhopobota finitimana
Lepidoptera,Tortricoidea,Tortricidae,Rudenia,Rudenia leguminana
Lepidoptera,Tortricoidea,Tortricidae,Sereda,Sereda tautana
Lepidoptera,Tortricoidea,Tortricidae,Sonia,Sonia constrictana
Lepidoptera,Tortricoidea,Tortricidae,Sparganothis,Sparganothis lycopodiana
Lepidoptera,Tortricoidea,Tortricidae,Sparganothis,Sparganothis sulfureana
Lepidoptera,Tortricoidea,Tortricidae,Sparganothis,Sparganothis unifasciana
Lepidoptera,Tortricoidea,Tortricidae,Sparganothis,Sparganothis violaceana
Lepidoptera,Tortricoidea,Tortricidae,Sparganothis,Sparganothis xanthoides
Lepidoptera,Tortricoidea,Tortricidae,Spilonota,Spilonota ocellana
Lepidoptera,Tortricoidea,Tortricidae,Syndemis,Syndemis afflictana
Lepidoptera,Tortricoidea,Tortricidae,Taniva,Taniva albolineana
Lepidoptera,Tortricoidea,Tortricidae,Thyraylia,Thyraylia bunteana
Lepidoptera,Tortricoidea,Tortricidae,Zeiraphera,Zeiraphera canadensis
Lepidoptera,Tortricoidea,Tortricidae,Zeiraphera,Zeiraphera improbana
